TransactionID,CustomerID,DateKey,Amount,TransactionType,Channel,AccountID,LastUpdated
3070,CUST0615,20220905,2877.57,Credit,Branch,ACC0015,2025-02-06 17:04:26.467571
3071,CUST0615,20221103,569.88,Credit,ATM,ACC0108,2025-04-05 20:56:26.467587
3072,CUST0615,20221021,250.07,Debit,Branch,ACC0114,2025-03-17 10:36:26.467603
3073,CUST0615,20220807,2944.54,Credit,Online,ACC0947,2025-01-15 04:07:26.467619
3074,CUST0615,20220706,987.92,Debit,Branch,ACC0030,2025-04-04 11:22:26.467635
3075,CUST0615,20220617,2142.14,Credit,Branch,ACC0298,2025-03-14 09:55:26.467651
3076,CUST0616,20220821,680.69,Credit,Online,ACC0866,2025-04-10 20:40:26.467667
3077,CUST0616,20220416,1143.22,Credit,ATM,ACC0618,2025-04-13 06:29:26.467682
3078,CUST0616,20221215,4217.22,Debit,Online,ACC0631,2025-01-21 14:37:26.467698
3079,CUST0616,20221224,1543.07,Debit,Branch,ACC0140,2025-02-24 01:47:26.467714
3080,CUST0617,20221210,1198.37,Debit,Online,ACC0669,2025-03-01 15:46:26.467730
3081,CUST0617,20220310,993.07,Credit,ATM,ACC0859,2025-04-05 07:03:26.467745
3082,CUST0617,20220611,4231.66,Credit,Online,ACC0478,2025-04-09 14:56:26.467761
3083,CUST0617,20220522,2674.84,Debit,Online,ACC0734,2025-04-07 21:36:26.467777
3084,CUST0617,20220510,2373.23,Debit,Branch,ACC0054,2025-04-14 05:24:26.467793
3085,CUST0618,20221231,127.66,Credit,ATM,ACC0436,2025-04-11 15:30:26.467809
3086,CUST0618,20220719,305.21,Debit,Branch,ACC0355,2025-02-20 17:35:26.467824
3087,CUST0618,20220906,4591.27,Credit,Online,ACC0355,2025-03-23 11:31:26.467840
3088,CUST0618,20221111,4794.41,Credit,Online,ACC0906,2025-03-02 17:07:26.467856
3089,CUST0618,20221227,4086.4,Debit,ATM,ACC0303,2025-04-12 00:25:26.467872
3090,CUST0618,20220613,2897.78,Debit,ATM,ACC0177,2025-03-24 10:10:26.467892
3091,CUST0618,20220528,1991.09,Credit,Online,ACC0600,2025-03-26 13:12:26.467918
3092,CUST0618,20220115,426.24,Debit,ATM,ACC0269,2025-03-14 09:21:26.467941
3093,CUST0619,20220506,3955.69,Credit,Online,ACC0416,2025-01-31 11:40:26.467965
3094,CUST0619,20220916,3343.38,Credit,ATM,ACC0802,2025-04-06 18:28:26.468002
3095,CUST0619,20220608,3437.47,Debit,Branch,ACC0466,2025-03-19 23:57:26.468028
3096,CUST0619,20220130,1464.09,Debit,Branch,ACC0460,2025-03-02 18:21:26.468052
3097,CUST0619,20220927,4204.91,Debit,ATM,ACC0150,2025-02-26 02:17:26.468082
3098,CUST0619,20221124,2337.61,Credit,Branch,ACC0865,2025-01-31 08:25:26.468106
3099,CUST0619,20220622,4717.5,Credit,ATM,ACC0732,2025-02-07 02:24:26.468131
3100,CUST0619,20220426,1477.06,Credit,Branch,ACC0913,2025-04-02 01:26:26.468152
3101,CUST0620,20220124,957.23,Debit,ATM,ACC0524,2025-02-25 03:44:26.468168
3102,CUST0620,20220119,2387.56,Debit,Online,ACC0770,2025-03-26 21:12:26.468184
3103,CUST0620,20220906,3472.51,Debit,Online,ACC0037,2025-01-15 16:59:26.468200
3104,CUST0620,20220929,2095.66,Credit,Branch,ACC0548,2025-02-26 11:39:26.468216
3105,CUST0621,20220315,4817.79,Debit,ATM,ACC0176,2025-02-05 08:53:26.468232
3106,CUST0621,20220527,4660.3,Debit,ATM,ACC0849,2025-03-27 03:02:26.468247
3107,CUST0621,20221029,2915.81,Debit,Branch,ACC0882,2025-02-07 13:20:26.468263
3108,CUST0621,20221215,1822.91,Debit,Online,ACC0607,2025-03-20 06:12:26.468279
3109,CUST0622,20220820,1465.48,Credit,ATM,ACC0943,2025-02-25 02:49:26.468294
3110,CUST0622,20221021,2242.15,Debit,Branch,ACC0166,2025-02-28 21:29:26.468319
3111,CUST0623,20220301,3152.56,Credit,Online,ACC0237,2025-03-30 01:59:26.468347
3112,CUST0623,20220724,1631.88,Credit,Online,ACC0291,2025-03-15 04:17:26.468364
3113,CUST0624,20221023,457.0,Debit,Online,ACC0600,2025-03-08 21:36:26.468380
3114,CUST0624,20220917,169.2,Credit,Online,ACC0429,2025-03-08 16:28:26.468396
3115,CUST0624,20220308,4264.92,Credit,Branch,ACC0990,2025-03-26 03:42:26.468412
3116,CUST0624,20220805,3562.56,Debit,Branch,ACC0207,2025-01-19 22:09:26.468427
3117,CUST0624,20220217,2822.09,Debit,Branch,ACC0015,2025-02-23 13:58:26.468443
3118,CUST0624,20220119,4345.85,Credit,Branch,ACC0465,2025-02-08 20:30:26.468458
3119,CUST0624,20220413,220.34,Credit,Branch,ACC0585,2025-01-29 17:04:26.468524
3120,CUST0625,20220131,1130.64,Credit,Branch,ACC0026,2025-03-12 15:46:26.468541
3121,CUST0625,20220919,3977.09,Debit,Branch,ACC0158,2025-01-25 10:49:26.468556
3122,CUST0626,20220724,4765.16,Debit,Branch,ACC0373,2025-02-18 05:37:26.468572
3123,CUST0626,20220722,4824.44,Debit,ATM,ACC0182,2025-04-06 01:42:26.468588
3124,CUST0627,20221004,3351.54,Credit,Online,ACC0308,2025-03-24 20:15:26.468603
3125,CUST0627,20220322,4700.26,Credit,Branch,ACC0029,2025-03-11 11:46:26.468620
3126,CUST0627,20220110,4005.48,Credit,Branch,ACC0583,2025-01-30 16:38:26.468645
3127,CUST0628,20220221,3873.49,Credit,Branch,ACC0789,2025-01-23 02:09:26.468669
3128,CUST0628,20221224,731.91,Credit,Branch,ACC0947,2025-02-18 19:20:26.468695
3129,CUST0629,20220227,3410.6,Debit,ATM,ACC0980,2025-03-30 05:04:26.468717
3130,CUST0629,20220614,226.38,Debit,Branch,ACC0564,2025-03-19 01:10:26.468737
3131,CUST0629,20220906,2516.74,Debit,Branch,ACC0235,2025-01-21 05:49:26.468758
3132,CUST0629,20220519,4550.34,Credit,ATM,ACC0660,2025-03-16 05:38:26.468780
3133,CUST0629,20220128,2398.53,Credit,Online,ACC0560,2025-03-28 13:55:26.468805
3134,CUST0629,20221010,1251.14,Credit,ATM,ACC0710,2025-03-09 23:07:26.468822
3135,CUST0629,20220423,1810.6,Debit,Online,ACC0912,2025-04-15 09:57:26.468838
3136,CUST0629,20220906,137.19,Credit,ATM,ACC0170,2025-04-13 10:10:26.468854
3137,CUST0630,20220701,2687.52,Credit,ATM,ACC0689,2025-04-08 18:49:26.468870
3138,CUST0630,20220514,2728.76,Credit,Online,ACC0895,2025-02-19 16:56:26.468886
3139,CUST0630,20220510,1565.09,Credit,Online,ACC0666,2025-01-26 21:03:26.468901
3140,CUST0631,20221120,4540.0,Credit,Branch,ACC0656,2025-03-09 07:25:26.468917
3141,CUST0631,20221215,4764.67,Credit,ATM,ACC0597,2025-01-22 05:01:26.468932
3142,CUST0631,20220526,4939.48,Credit,ATM,ACC0765,2025-02-08 00:29:26.468948
3143,CUST0631,20220415,4313.95,Credit,Online,ACC0814,2025-01-23 00:45:26.468963
3144,CUST0632,20220607,643.52,Credit,Branch,ACC0562,2025-01-31 15:38:26.468979
3145,CUST0632,20220624,1937.14,Debit,Online,ACC0314,2025-04-14 04:24:26.469003
3146,CUST0632,20220804,3321.25,Debit,Branch,ACC0233,2025-01-26 13:21:26.469020
3147,CUST0632,20220313,3076.06,Credit,ATM,ACC0342,2025-02-16 08:12:26.469036
3148,CUST0633,20221010,4728.83,Debit,ATM,ACC0054,2025-02-03 23:50:26.469052
3149,CUST0633,20221109,3549.34,Debit,Online,ACC0694,2025-01-21 07:09:26.469067
3150,CUST0633,20220208,385.25,Credit,ATM,ACC0347,2025-02-03 16:52:26.469088
3151,CUST0633,20221226,1760.29,Credit,Online,ACC0703,2025-04-14 05:59:26.469114
3152,CUST0634,20220906,2229.76,Debit,Online,ACC0457,2025-01-20 08:07:26.469134
3153,CUST0634,20220604,4664.1,Credit,Online,ACC0156,2025-02-06 09:53:26.469160
3154,CUST0634,20221004,2610.95,Credit,Branch,ACC0658,2025-03-31 10:50:26.469177
3155,CUST0634,20221014,3591.38,Debit,ATM,ACC0430,2025-02-18 02:04:26.469193
3156,CUST0634,20220626,3063.14,Debit,Online,ACC0160,2025-02-18 10:22:26.469209
3157,CUST0635,20220221,2066.88,Credit,Online,ACC0621,2025-03-15 10:35:26.469225
3158,CUST0635,20221002,2288.95,Debit,ATM,ACC0379,2025-03-22 11:54:26.469241
3159,CUST0635,20221129,3393.56,Credit,ATM,ACC0344,2025-03-04 16:11:26.469274
3160,CUST0635,20220522,4682.23,Debit,ATM,ACC0960,2025-03-05 00:39:26.469300
3161,CUST0635,20220102,2835.58,Credit,Online,ACC0977,2025-03-15 23:00:26.469317
3162,CUST0635,20220716,2079.0,Debit,Branch,ACC0822,2025-01-23 14:59:26.469333
3163,CUST0636,20220829,3166.29,Credit,Online,ACC0748,2025-02-05 06:50:26.469349
3164,CUST0636,20220713,1192.16,Debit,Online,ACC0381,2025-01-22 23:31:26.469365
3165,CUST0636,20221105,597.15,Credit,Online,ACC0225,2025-02-26 03:34:26.469389
3166,CUST0636,20220306,3583.25,Debit,ATM,ACC0314,2025-02-04 11:58:26.469415
3167,CUST0637,20220122,3089.78,Credit,ATM,ACC0830,2025-03-06 15:21:26.469440
3168,CUST0637,20220615,2976.13,Debit,ATM,ACC0727,2025-03-14 03:46:26.469465
3169,CUST0637,20220201,956.98,Debit,Online,ACC0438,2025-04-15 05:57:26.469483
3170,CUST0637,20221103,2579.73,Credit,ATM,ACC0011,2025-03-05 17:07:26.469499
3171,CUST0637,20220112,4536.8,Debit,Branch,ACC0859,2025-02-24 05:09:26.469524
3172,CUST0637,20220825,3460.51,Credit,Online,ACC0127,2025-02-22 15:52:26.469548
3173,CUST0637,20220303,2251.18,Debit,Branch,ACC0283,2025-01-22 14:52:26.469570
3174,CUST0638,20220914,834.76,Debit,Online,ACC0230,2025-02-02 03:44:26.469587
3175,CUST0638,20220129,3793.94,Credit,ATM,ACC0317,2025-04-01 21:28:26.469602
3176,CUST0638,20221026,1200.39,Debit,Branch,ACC0816,2025-04-13 10:01:26.469618
3177,CUST0638,20220718,983.23,Credit,Branch,ACC0717,2025-03-21 14:53:26.469634
3178,CUST0638,20220821,531.3,Credit,ATM,ACC0442,2025-04-10 01:07:26.469649
3179,CUST0639,20220701,720.62,Debit,Branch,ACC0306,2025-02-19 18:58:26.469665
3180,CUST0639,20221108,3002.17,Debit,Online,ACC0475,2025-01-30 18:58:26.469681
3181,CUST0639,20220824,3712.43,Credit,Branch,ACC0733,2025-03-18 06:21:26.469696
3182,CUST0639,20220807,907.01,Debit,Branch,ACC0540,2025-02-23 22:13:26.469712
3183,CUST0639,20220909,4552.45,Credit,ATM,ACC0076,2025-01-22 21:43:26.469728
3184,CUST0639,20221229,4695.97,Debit,ATM,ACC0341,2025-01-28 20:49:26.469744
3185,CUST0639,20220203,2536.14,Credit,ATM,ACC0228,2025-01-18 12:56:26.469760
3186,CUST0640,20220910,3547.44,Debit,ATM,ACC0573,2025-04-06 16:35:26.469785
3187,CUST0640,20220123,1046.67,Credit,ATM,ACC0845,2025-03-14 18:36:26.469804
3188,CUST0641,20220123,1063.12,Credit,Branch,ACC0435,2025-01-20 03:51:26.469820
3189,CUST0641,20220525,231.79,Credit,ATM,ACC0072,2025-02-03 09:29:26.469836
3190,CUST0641,20220730,2407.91,Credit,Online,ACC0395,2025-04-03 07:55:26.469851
3191,CUST0641,20220516,3045.85,Debit,ATM,ACC0836,2025-02-06 00:42:26.469867
3192,CUST0642,20220328,1864.24,Debit,ATM,ACC0535,2025-02-19 21:51:26.469882
3193,CUST0642,20221031,3354.16,Credit,Branch,ACC0515,2025-02-04 16:33:26.469898
3194,CUST0643,20220828,4381.56,Credit,ATM,ACC0364,2025-02-12 15:49:26.469914
3195,CUST0643,20220220,3128.64,Credit,Online,ACC0361,2025-03-15 14:14:26.469930
3196,CUST0643,20221227,576.88,Credit,Online,ACC0680,2025-04-07 21:42:26.469952
3197,CUST0644,20220509,4275.32,Credit,ATM,ACC0789,2025-02-02 21:50:26.469970
3198,CUST0644,20220501,3715.04,Credit,Branch,ACC0929,2025-04-06 09:05:26.469987
3199,CUST0644,20221209,712.02,Debit,ATM,ACC0469,2025-03-14 02:21:26.470002
3200,CUST0645,20221227,2565.01,Credit,Online,ACC0696,2025-03-28 19:47:26.470018
3201,CUST0645,20220716,3726.03,Debit,Branch,ACC0782,2025-01-15 07:31:26.470034
3202,CUST0646,20220526,1911.83,Debit,Online,ACC0740,2025-02-25 00:38:26.470050
3203,CUST0646,20221230,3200.28,Credit,Branch,ACC0817,2025-03-13 23:14:26.470066
3204,CUST0646,20220804,894.24,Credit,Online,ACC0860,2025-03-07 16:29:26.470081
3205,CUST0646,20220920,340.9,Credit,ATM,ACC0067,2025-04-02 14:13:26.470097
3206,CUST0646,20220707,659.08,Credit,Branch,ACC0091,2025-02-27 20:37:26.470112
3207,CUST0646,20220727,3372.64,Credit,ATM,ACC0235,2025-02-14 20:17:26.470129
3208,CUST0646,20220108,4993.39,Credit,Online,ACC0042,2025-04-05 08:42:26.470154
3209,CUST0646,20220604,4189.85,Credit,Online,ACC0368,2025-02-03 05:54:26.470179
3210,CUST0647,20221122,2318.75,Debit,Online,ACC0250,2025-03-12 11:49:26.470205
3211,CUST0647,20220924,1712.08,Debit,ATM,ACC0107,2025-02-20 20:43:26.470222
3212,CUST0647,20220523,3293.86,Debit,Branch,ACC0303,2025-02-17 22:28:26.470238
3213,CUST0647,20220210,4738.9,Credit,ATM,ACC0625,2025-01-22 10:36:26.470253
3214,CUST0647,20220120,1515.64,Debit,Branch,ACC0296,2025-02-17 12:10:26.470269
3215,CUST0647,20220218,4318.02,Credit,Online,ACC0095,2025-04-09 02:09:26.470285
3216,CUST0648,20221020,765.55,Credit,ATM,ACC0411,2025-03-24 11:08:26.470301
3217,CUST0648,20221019,4751.22,Credit,Branch,ACC0766,2025-03-16 01:33:26.470316
3218,CUST0648,20220111,3034.2,Credit,Online,ACC0851,2025-03-15 12:10:26.470332
3219,CUST0648,20221103,2584.61,Debit,Branch,ACC0832,2025-04-08 11:38:26.470348
3220,CUST0648,20220422,438.47,Debit,Online,ACC0631,2025-03-03 08:35:26.470370
3221,CUST0648,20221203,3312.05,Credit,Branch,ACC0099,2025-01-24 17:17:26.470395
3222,CUST0649,20221004,3106.73,Credit,ATM,ACC0991,2025-03-21 18:42:26.470419
3223,CUST0649,20221226,992.96,Debit,ATM,ACC0486,2025-03-07 04:49:26.470436
3224,CUST0649,20220904,4199.89,Debit,Branch,ACC0556,2025-03-29 14:14:26.470453
3225,CUST0649,20220626,2097.92,Debit,ATM,ACC0360,2025-01-27 21:19:26.470478
3226,CUST0649,20220504,4768.14,Debit,Branch,ACC0251,2025-02-05 23:38:26.470497
3227,CUST0649,20221027,1587.77,Credit,Branch,ACC0482,2025-03-21 00:40:26.470521
3228,CUST0650,20220126,778.83,Debit,Branch,ACC0796,2025-02-11 03:25:26.470545
3229,CUST0650,20220227,4222.83,Credit,Branch,ACC0647,2025-04-15 02:56:26.470561
3230,CUST0650,20221226,497.93,Credit,ATM,ACC0438,2025-04-09 00:51:26.470577
3231,CUST0650,20220617,2422.38,Credit,Branch,ACC0906,2025-02-19 21:48:26.470593
3232,CUST0650,20221030,3463.31,Credit,ATM,ACC0165,2025-02-23 09:39:26.470609
3233,CUST0651,20220815,820.92,Credit,Branch,ACC0275,2025-04-10 08:29:26.470625
3234,CUST0651,20220110,700.2,Debit,ATM,ACC0092,2025-01-31 17:34:26.470641
3235,CUST0651,20220411,2760.09,Debit,Branch,ACC0307,2025-03-24 05:40:26.470657
3236,CUST0651,20220325,3780.48,Debit,Online,ACC0837,2025-03-03 01:11:26.470672
3237,CUST0651,20220426,1906.49,Debit,Online,ACC0793,2025-02-14 01:15:26.470688
3238,CUST0652,20220823,1018.89,Debit,Branch,ACC0623,2025-02-06 07:49:26.470703
3239,CUST0652,20220106,4256.81,Credit,Online,ACC0352,2025-02-10 07:43:26.470719
3240,CUST0652,20220620,1124.94,Credit,Branch,ACC0873,2025-02-18 07:13:26.470735
3241,CUST0652,20220804,2021.17,Debit,ATM,ACC0588,2025-03-25 14:58:26.470750
3242,CUST0652,20220205,2595.02,Debit,Online,ACC0964,2025-03-28 05:43:26.470777
3243,CUST0652,20220823,2417.28,Credit,ATM,ACC0804,2025-02-19 14:11:26.470794
3244,CUST0652,20221004,4925.74,Debit,ATM,ACC0982,2025-04-06 22:06:26.470810
3245,CUST0652,20220816,2906.68,Debit,Online,ACC0439,2025-03-20 19:03:26.470826
3246,CUST0653,20220719,1655.91,Credit,ATM,ACC0532,2025-04-14 04:00:26.470842
3247,CUST0653,20220801,2099.32,Debit,Online,ACC0123,2025-02-14 16:08:26.470861
3248,CUST0653,20220518,3396.51,Debit,Branch,ACC0282,2025-03-23 12:08:26.470878
3249,CUST0654,20220819,642.76,Debit,ATM,ACC0687,2025-01-17 20:42:26.470894
3250,CUST0654,20220323,1151.89,Credit,ATM,ACC0917,2025-03-18 23:53:26.470913
3251,CUST0654,20221228,1159.77,Debit,ATM,ACC0786,2025-02-11 06:20:26.470929
3252,CUST0654,20220906,621.35,Debit,Branch,ACC0990,2025-03-16 12:19:26.470945
3253,CUST0655,20220606,154.35,Credit,ATM,ACC0182,2025-04-10 07:05:26.470961
3254,CUST0655,20220705,796.34,Credit,Branch,ACC0584,2025-04-08 04:10:26.470976
3255,CUST0655,20220608,1476.73,Credit,ATM,ACC0161,2025-02-27 09:10:26.470992
3256,CUST0655,20220331,4820.34,Debit,Online,ACC0097,2025-01-17 20:01:26.471007
3257,CUST0655,20220325,1597.34,Credit,Branch,ACC0585,2025-01-27 17:43:26.471023
3258,CUST0656,20221106,3568.85,Debit,ATM,ACC0930,2025-03-14 20:32:26.471039
3259,CUST0656,20220131,2736.6,Debit,Branch,ACC0347,2025-01-25 08:48:26.471055
3260,CUST0656,20220816,2275.88,Credit,ATM,ACC0349,2025-03-08 10:25:26.471070
3261,CUST0656,20220322,3846.5,Credit,Online,ACC0906,2025-02-15 09:13:26.471086
3262,CUST0656,20220105,901.79,Debit,ATM,ACC0584,2025-03-12 11:27:26.471101
3263,CUST0656,20220803,796.96,Credit,Online,ACC0696,2025-04-06 22:50:26.471117
3264,CUST0656,20221104,3737.39,Debit,ATM,ACC0168,2025-02-28 12:34:26.471133
3265,CUST0656,20220221,4671.6,Debit,Branch,ACC0526,2025-03-04 04:45:26.471149
3266,CUST0657,20220502,4173.06,Credit,Branch,ACC0833,2025-02-06 23:21:26.471164
3267,CUST0657,20221206,2948.94,Credit,Branch,ACC0492,2025-03-21 04:29:26.471180
3268,CUST0657,20220910,837.84,Credit,Branch,ACC0136,2025-01-25 16:33:26.471196
3269,CUST0657,20221004,3849.1,Debit,Branch,ACC0396,2025-02-27 21:34:26.471212
3270,CUST0657,20220717,1014.04,Debit,ATM,ACC0621,2025-03-09 13:22:26.471237
3271,CUST0657,20220208,899.43,Debit,Branch,ACC0581,2025-02-27 17:48:26.471264
3272,CUST0658,20220402,3422.91,Debit,ATM,ACC0404,2025-03-25 03:06:26.471287
3273,CUST0658,20220408,1199.46,Credit,ATM,ACC0910,2025-02-08 10:48:26.471310
3274,CUST0658,20221119,3988.55,Credit,ATM,ACC0750,2025-03-22 11:34:26.471327
3275,CUST0658,20220724,1048.36,Debit,Online,ACC0914,2025-03-28 02:14:26.471349
3276,CUST0659,20220106,547.65,Debit,ATM,ACC0570,2025-03-10 10:37:26.471375
3277,CUST0659,20220328,2286.46,Credit,Branch,ACC0682,2025-04-02 05:58:26.471394
3278,CUST0659,20220830,3243.38,Credit,Branch,ACC0981,2025-03-18 12:19:26.471409
3279,CUST0660,20221107,4661.03,Credit,Branch,ACC0964,2025-04-13 17:21:26.471425
3280,CUST0660,20221210,2297.87,Credit,Branch,ACC0035,2025-03-01 03:33:26.471447
3281,CUST0660,20221005,1858.24,Debit,Online,ACC0894,2025-04-11 22:24:26.471473
3282,CUST0660,20220916,1824.25,Debit,Online,ACC0800,2025-04-09 22:55:26.471498
3283,CUST0660,20220204,3762.7,Debit,Branch,ACC0916,2025-01-31 08:57:26.471674
3284,CUST0660,20220220,3912.97,Debit,Branch,ACC0829,2025-04-03 16:54:26.471740
3285,CUST0660,20221108,4308.96,Credit,Online,ACC0157,2025-04-04 04:15:26.471768
3286,CUST0660,20221026,1852.59,Credit,ATM,ACC0123,2025-03-25 21:57:26.471787
3287,CUST0661,20220214,2356.81,Debit,Branch,ACC0651,2025-01-19 02:44:26.471804
3288,CUST0661,20220501,2591.91,Credit,ATM,ACC0413,2025-02-07 20:38:26.471821
3289,CUST0661,20220829,429.19,Credit,Branch,ACC0927,2025-02-19 03:12:26.471837
3290,CUST0661,20220609,3812.71,Debit,ATM,ACC0930,2025-02-12 05:37:26.471857
3291,CUST0662,20220523,1744.8,Debit,Online,ACC0256,2025-04-05 07:09:26.471982
